rfq_id,target_package,record_type,evidence_level,ground_truth_configuration_id,source_canonical_configuration_id,mandatory_requirement_count,preferred_requirement_count,package_configuration_rows,package_unique_configuration_ids,mandatory_valid_configuration_count,mandatory_preferred_valid_configuration_count,alternative_count_bucket,ground_truth_mandatory_valid,ground_truth_mandatory_preferred_valid,top1_configuration_id,top1_rank,exact_ground_truth_rank,top1_exact_match,top1_mandatory_valid,top1_mandatory_preferred_valid,first_mandatory_equivalent_rank,first_mandatory_preferred_equivalent_rank,top1_difference_count,top1_differing_characteristics,failure_category
RFQ731-002428,F731PW,DERIVED,MODERATE,CFG731_10e74d757a2fa2a6,CFG731_0d8116f4900c6919,10,1,121,15,2,2,2-5,True,True,CFG731_f9fd6a4462ec051a,1,2.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002429,x731,DERIVED,VERY_STRONG,CFG731_2e49817fa45fc350,CFG731_db062c45f65ad229,13,1,2913,1549,4,4,2-5,True,True,CFG731_acd18bc8a73cfdde,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002430,F731TE,OBSERVED,OBSERVED,CFG731_54559f782190a122,CFG731_54559f782190a122,9,4,218,30,2,1,2-5,True,True,CFG731_54559f782190a122,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002431,x731,DERIVED,VERY_STRONG,CFG731_da5f98932a1c6afd,CFG731_fc0b29ae617f0a6b,9,5,2913,1549,22,3,11-50,True,True,CFG731_da5f98932a1c6afd,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002432,x731,OBSERVED,OBSERVED,CFG731_c9829182065e0285,CFG731_c9829182065e0285,9,5,2913,1549,18,1,11-50,True,True,CFG731_c9829182065e0285,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002433,x731,DERIVED,VERY_STRONG,CFG731_828e0eccc54da7ae,CFG731_14299a2a74e42d7f,11,2,2913,1549,4,2,2-5,True,True,CFG731_14299a2a74e42d7f,1,2.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002434,x731,DERIVED,VERY_STRONG,CFG731_9be0c5ce20280448,CFG731_5bb390da70b6fee3,10,4,2913,1549,4,3,2-5,True,True,CFG731_9be0c5ce20280448,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002435,x731,DERIVED,VERY_STRONG,CFG731_7187559e0dc892c4,CFG731_8c8856d21252930e,11,3,2913,1549,19,5,11-50,True,True,CFG731_747411fe70ba8e8d,1,2.0,False,True,True,1,1,1.0,customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002436,G731ST-HT,OBSERVED,OBSERVED,CFG731_d44e54f35ee15977,CFG731_d44e54f35ee15977,11,3,595,151,4,4,2-5,True,True,CFG731_8b18ac1c34209d63,1,2.0,False,True,True,1,1,2.0,stromEingaenge|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002437,x731,DERIVED,VERY_STRONG,CFG731_04bb9195f752ca8c,CFG731_db983e07a279051a,9,5,2913,1549,2,1,2-5,True,True,CFG731_04bb9195f752ca8c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002438,G731ST-LT,OBSERVED,OBSERVED,CFG731_a40ab19ad6671fbe,CFG731_a40ab19ad6671fbe,12,4,595,153,2,1,2-5,True,True,CFG731_a40ab19ad6671fbe,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002439,G731VG,OBSERVED,OBSERVED,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,12,3,49,4,1,1,1,True,True,CFG731_40b6e1db6c80bcc1,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002440,F731PW,DERIVED,VERY_STRONG,CFG731_327bfa077bbbd45e,CFG731_a9f22ebc14287e5d,11,1,121,15,1,1,1,True,True,CFG731_327bfa077bbbd45e,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002441,x731,DERIVED,LOW,CFG731_4514730a70640409,CFG731_70b38ab75d3ca724,9,4,2913,1549,24,7,11-50,True,True,CFG731_70b38ab75d3ca724,1,3.0,False,True,True,1,1,2.0,stromSchaltbar|dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002442,G731ST-HT,DERIVED,MODERATE,CFG731_b36f487da5008df2,CFG731_7b2f69a7ca55041b,12,3,595,151,6,2,6-10,True,True,CFG731_4aa7d46b9cfa7d7b,1,2.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002443,x731,DERIVED,LOW,CFG731_36afe1d5d5adcebd,CFG731_23aa00a5306a83b2,9,5,2913,1549,35,4,11-50,True,True,CFG731_3fe779486d988e69,1,4.0,False,True,True,1,1,2.0,temperaturEingaenge|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002444,x731,OBSERVED,OBSERVED,CFG731_bcec8ceac2dbcc79,CFG731_bcec8ceac2dbcc79,10,5,2913,1549,35,1,11-50,True,True,CFG731_bcec8ceac2dbcc79,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002445,G731VG,OBSERVED,OBSERVED,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,12,3,49,4,2,1,2-5,True,True,CFG731_40b6e1db6c80bcc1,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002446,x731,DERIVED,VERY_STRONG,CFG731_9228cc48e333917c,CFG731_258498329a834b05,15,0,2913,1549,3,3,2-5,True,True,CFG731_9228cc48e333917c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002447,x731,DERIVED,LOW,CFG731_80e3b04d167bbba8,CFG731_8c4d7fb3ded028ab,10,3,2913,1549,15,7,11-50,True,True,CFG731_241d60e6ef5278be,1,2.0,False,True,True,1,1,3.0,stromSchaltbar|stromEingaenge|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002448,G731ST-HT,OBSERVED,OBSERVED,CFG731_920bf82480de0a61,CFG731_920bf82480de0a61,10,4,595,151,22,4,11-50,True,True,CFG731_bbffb73f3dff6787,1,2.0,False,True,True,1,1,2.0,stromEingaenge|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002449,G731ST-LT,OBSERVED,OBSERVED,CFG731_7882c72c21497015,CFG731_7882c72c21497015,12,4,595,153,6,1,6-10,True,True,CFG731_7882c72c21497015,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002450,x731,OBSERVED,OBSERVED,CFG731_3c119308d8305ad4,CFG731_3c119308d8305ad4,11,4,2913,1549,10,4,6-10,True,True,CFG731_3c119308d8305ad4,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002451,G731ST-HT,DERIVED,VERY_STRONG,CFG731_a4416ae9d698efa6,CFG731_a288340143e53b7f,10,4,595,151,15,4,11-50,True,True,CFG731_a4416ae9d698efa6,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002452,F731TE,DERIVED,VERY_STRONG,CFG731_81bffae40f4c3a60,CFG731_6886c948a9d1ec0c,10,3,218,30,1,1,1,True,True,CFG731_81bffae40f4c3a60,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002453,x731,DERIVED,LOW,CFG731_27279ceeaa7fc1fe,CFG731_ae226e31119be9bd,8,5,2913,1549,5,2,2-5,True,True,CFG731_9fa436b39059149d,1,2.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002454,F731TE,OBSERVED,OBSERVED,CFG731_b27467571d893d92,CFG731_b27467571d893d92,7,4,218,30,4,2,2-5,True,True,CFG731_b27467571d893d92,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002455,F731PW,OBSERVED,OBSERVED,CFG731_7785b2914ebb6eaf,CFG731_7785b2914ebb6eaf,10,2,121,15,1,1,1,True,True,CFG731_7785b2914ebb6eaf,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002456,G731ST-LT,OBSERVED,OBSERVED,CFG731_c5da2661a169f82b,CFG731_c5da2661a169f82b,9,6,595,153,4,2,2-5,True,True,CFG731_c5da2661a169f82b,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002457,x731,OBSERVED,OBSERVED,CFG731_17becc4d045fdd6e,CFG731_17becc4d045fdd6e,11,4,2913,1549,10,2,6-10,True,True,CFG731_8d07e19298d09d34,1,2.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002458,G731ST-LT,OBSERVED,OBSERVED,CFG731_8da1da530d6ae54d,CFG731_8da1da530d6ae54d,10,6,595,153,20,1,11-50,True,True,CFG731_8da1da530d6ae54d,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002459,G731ST-HT,DERIVED,MODERATE,CFG731_7c70763d4cf79560,CFG731_63eca10a00ae1f5d,12,3,595,151,12,3,11-50,True,True,CFG731_7c70763d4cf79560,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002460,x731,DERIVED,VERY_STRONG,CFG731_6ad3ec8ed100118e,CFG731_b65b306a03ca71c9,11,3,2913,1549,6,3,6-10,True,True,CFG731_89772de94df83ba5,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002461,x731,DERIVED,VERY_STRONG,CFG731_d59b14d4b0b9324d,CFG731_75466cb810218a66,8,5,2913,1549,108,9,101-500,True,True,CFG731_75466cb810218a66,1,5.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002462,x731,DERIVED,MODERATE,CFG731_f0818b6e9953d652,CFG731_353333bad447dbef,13,0,2913,1549,8,8,6-10,True,True,CFG731_1f0c09edcd967945,1,6.0,False,True,True,1,1,1.0,customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002463,x731,DERIVED,MODERATE,CFG731_0848f22447616e6f,CFG731_efc9d6b915117e15,13,2,2913,1549,8,2,6-10,True,True,CFG731_da02526d254e2e35,1,2.0,False,True,True,1,1,1.0,customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002464,x731,DERIVED,MODERATE,CFG731_8048d4394d2fbde3,CFG731_f7f0034a8b15f329,10,2,2913,1549,11,6,11-50,True,True,CFG731_8048d4394d2fbde3,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002465,x731,OBSERVED,OBSERVED,CFG731_04a53b6cc81d57d6,CFG731_04a53b6cc81d57d6,13,2,2913,1549,2,2,2-5,True,True,CFG731_04a53b6cc81d57d6,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002466,x731,DERIVED,VERY_STRONG,CFG731_800f2acd9158b556,CFG731_5feb84333ab424ba,13,1,2913,1549,6,6,6-10,True,True,CFG731_800f2acd9158b556,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002467,G731ST-HT,DERIVED,MODERATE,CFG731_7d6fec687910546d,CFG731_8b18ac1c34209d63,13,2,595,151,3,3,2-5,True,True,CFG731_831a7150258499af,1,3.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002468,x731,DERIVED,MODERATE,CFG731_d8c9e5b1edc3b4b3,CFG731_8c50542218db5cb0,11,4,2913,1549,22,2,11-50,True,True,CFG731_d8c9e5b1edc3b4b3,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002469,x731,DERIVED,MODERATE,CFG731_16e6520dce2c28e4,CFG731_1f978c234895178c,12,2,2913,1549,19,6,11-50,True,True,CFG731_9e4fccece4d272d3,1,5.0,False,True,True,1,1,2.0,stromEingaenge|dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002470,G731ST-LT,OBSERVED,OBSERVED,CFG731_7882c72c21497015,CFG731_7882c72c21497015,11,5,595,153,21,1,11-50,True,True,CFG731_7882c72c21497015,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002471,G731ST-LT,DERIVED,VERY_STRONG,CFG731_fa6ab94f1cf566b3,CFG731_175641fe8d1c7f37,13,1,595,153,6,6,6-10,True,True,CFG731_a57ffd88d58eb498,1,3.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002472,G731ST-HT,DERIVED,VERY_STRONG,CFG731_1060da033d1aaed1,CFG731_a288340143e53b7f,11,2,595,151,8,8,6-10,True,True,CFG731_a4416ae9d698efa6,1,4.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002473,F731PW,OBSERVED,OBSERVED,CFG731_a9f22ebc14287e5d,CFG731_a9f22ebc14287e5d,11,1,121,15,1,1,1,True,True,CFG731_a9f22ebc14287e5d,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002474,G731ST-HT,OBSERVED,OBSERVED,CFG731_a3b03637ed22317c,CFG731_a3b03637ed22317c,12,4,595,151,2,1,2-5,True,True,CFG731_a3b03637ed22317c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002475,x731,DERIVED,LOW,CFG731_5d2495d91e9fa868,CFG731_141d6b58a722961b,11,3,2913,1549,21,7,11-50,True,True,CFG731_cb3a6f924677049e,1,7.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002476,x731,DERIVED,VERY_STRONG,CFG731_243419c6708378b3,CFG731_de6efef3a5b620bb,10,5,2913,1549,14,6,11-50,True,True,CFG731_243419c6708378b3,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002477,x731,OBSERVED,OBSERVED,CFG731_da02526d254e2e35,CFG731_da02526d254e2e35,11,5,2913,1549,6,1,6-10,True,True,CFG731_da02526d254e2e35,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002478,G731ST-HT,DERIVED,VERY_STRONG,CFG731_c209599718b42485,CFG731_dde2f7fe043f7ade,10,3,595,151,15,8,11-50,True,True,CFG731_6cc2f5d089c01baf,1,5.0,False,True,True,1,1,1.0,stromSchaltbar,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002479,x731,DERIVED,VERY_STRONG,CFG731_de1ec1b96e1e485e,CFG731_b54844b4c5cc208b,12,3,2913,1549,5,2,2-5,True,True,CFG731_de1ec1b96e1e485e,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002480,x731,DERIVED,VERY_STRONG,CFG731_04bb9195f752ca8c,CFG731_db983e07a279051a,11,3,2913,1549,4,1,2-5,True,True,CFG731_04bb9195f752ca8c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002481,F731TE,DERIVED,MODERATE,CFG731_090330aa38b8e80b,CFG731_6886c948a9d1ec0c,9,4,218,30,1,1,1,True,True,CFG731_090330aa38b8e80b,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002482,F731WD_DualChannel,OBSERVED,OBSERVED,CFG731_819cb4e76943eca6,CFG731_819cb4e76943eca6,9,4,121,19,2,1,2-5,True,True,CFG731_819cb4e76943eca6,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002483,G731VG,OBSERVED,OBSERVED,CFG731_40b6e1db6c80bcc1,CFG731_40b6e1db6c80bcc1,9,6,49,4,2,1,2-5,True,True,CFG731_40b6e1db6c80bcc1,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002484,G731CA,OBSERVED,OBSERVED,CFG731_452fb8d2c450816e,CFG731_452fb8d2c450816e,9,3,291,48,4,2,2-5,True,True,CFG731_452fb8d2c450816e,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002485,G731ST-HT,DERIVED,MODERATE,CFG731_0494d5ae6eecf400,CFG731_a288340143e53b7f,12,3,595,151,3,3,2-5,True,True,CFG731_cc9ac35e4d9a1854,1,3.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002486,G731ST-LT,DERIVED,VERY_STRONG,CFG731_77fac91021549398,CFG731_a2a709ad804cc5a2,11,2,595,153,10,10,6-10,True,True,CFG731_87d8ba5b87cf0a3f,1,3.0,False,True,True,1,1,2.0,temperaturEingaenge|binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002487,F731TE,OBSERVED,OBSERVED,CFG731_6886c948a9d1ec0c,CFG731_6886c948a9d1ec0c,9,4,218,30,3,1,2-5,True,True,CFG731_6886c948a9d1ec0c,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002488,F731PW,OBSERVED,OBSERVED,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,11,1,121,15,1,1,1,True,True,CFG731_956456fc074ebc5a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002489,F731PW,OBSERVED,OBSERVED,CFG731_956456fc074ebc5a,CFG731_956456fc074ebc5a,9,3,121,15,5,1,2-5,True,True,CFG731_956456fc074ebc5a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002490,x731,DERIVED,LOW,CFG731_3fb3f9d3dea4a198,CFG731_9f9a8730b26472c2,11,4,2913,1549,9,3,6-10,True,True,CFG731_0c05dd0ad4f3894a,1,2.0,False,True,True,1,1,1.0,stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002491,x731,DERIVED,MODERATE,CFG731_ba17ab216ae91e1a,CFG731_11da8cc369b71f5a,8,7,2913,1549,129,3,101-500,True,True,CFG731_59f11353d30c03ee,1,3.0,False,True,True,1,1,1.0,dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002492,x731,OBSERVED,OBSERVED,CFG731_516629085c122a4e,CFG731_516629085c122a4e,14,2,2913,1549,6,1,6-10,True,True,CFG731_516629085c122a4e,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002493,F731PW,OBSERVED,OBSERVED,CFG731_0781a0fecc8f46d5,CFG731_0781a0fecc8f46d5,10,2,121,15,5,1,2-5,True,True,CFG731_0781a0fecc8f46d5,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002494,G731ST-LT,DERIVED,VERY_STRONG,CFG731_cc47430fac8438be,CFG731_5be9d749d8317fd3,12,2,595,153,5,3,2-5,True,True,CFG731_cc47430fac8438be,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002495,x731,OBSERVED,OBSERVED,CFG731_23aa00a5306a83b2,CFG731_23aa00a5306a83b2,6,9,2913,1549,81,4,51-100,True,True,CFG731_23aa00a5306a83b2,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002496,x731,DERIVED,LOW,CFG731_d094650d6e016eea,CFG731_1c5301147dd0cfb1,10,4,2913,1549,27,7,11-50,True,True,CFG731_5fb1bce2eb72cec6,1,7.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002497,x731,OBSERVED,OBSERVED,CFG731_4c42dcb2d8606e20,CFG731_4c42dcb2d8606e20,12,2,2913,1549,17,4,11-50,True,True,CFG731_efc9d6b915117e15,1,3.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002498,x731,DERIVED,MODERATE,CFG731_4cb65cc21b5b9f68,CFG731_c887ba58c35036a9,13,2,2913,1549,2,1,2-5,True,True,CFG731_4cb65cc21b5b9f68,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002499,G731ST-LT,DERIVED,VERY_STRONG,CFG731_e67173c88f9460f6,CFG731_ae877a3b18b65d0a,11,2,595,153,10,10,6-10,True,True,CFG731_49cd4cbef1081333,1,5.0,False,True,True,1,1,2.0,temperaturEingaenge|binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002500,x731,DERIVED,VERY_STRONG,CFG731_5e50b9bcbfa0b051,CFG731_5bb390da70b6fee3,12,1,2913,1549,8,8,6-10,True,True,CFG731_5e50b9bcbfa0b051,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002501,G731ST-LT,DERIVED,MODERATE,CFG731_9c6b16fef6d02aaf,CFG731_455da2f832a6b66d,8,6,595,153,59,4,51-100,True,True,CFG731_d5af433b36265df1,1,3.0,False,True,True,1,1,1.0,binaerDigitalOpenColl_MN,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002502,G731ST-LT,OBSERVED,OBSERVED,CFG731_d5af433b36265df1,CFG731_d5af433b36265df1,12,3,595,153,2,2,2-5,True,True,CFG731_d5af433b36265df1,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002503,x731,DERIVED,VERY_STRONG,CFG731_57a2b410fc32b41a,CFG731_b54844b4c5cc208b,10,5,2913,1549,15,2,11-50,True,True,CFG731_57a2b410fc32b41a,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002504,x731,DERIVED,VERY_STRONG,CFG731_1d294b2de760852b,CFG731_75466cb810218a66,14,0,2913,1549,4,4,2-5,True,True,CFG731_fa2849b259355775,1,3.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002505,x731,OBSERVED,OBSERVED,CFG731_4340f11ba9a46e42,CFG731_4340f11ba9a46e42,10,4,2913,1549,22,4,11-50,True,True,CFG731_9fcbeaf9d5010d3a,1,3.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002506,x731,OBSERVED,OBSERVED,CFG731_624c46bfa7e46ad0,CFG731_624c46bfa7e46ad0,13,2,2913,1549,17,4,11-50,True,True,CFG731_c39096767a7ae083,1,2.0,False,True,True,1,1,2.0,stromEingaenge|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002507,G731ST-HT,OBSERVED,OBSERVED,CFG731_f2a296f2bedae0e8,CFG731_f2a296f2bedae0e8,12,2,595,151,4,4,2-5,True,True,CFG731_7b2f69a7ca55041b,1,2.0,False,True,True,1,1,2.0,stromSchaltbar|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002508,x731,DERIVED,STRONG,CFG731_d584b35cfce34cc7,CFG731_de67d4c164ed05bc,12,2,2913,1549,7,7,6-10,True,True,CFG731_5ea309f998205da7,1,4.0,False,True,True,1,1,2.0,stromEingaenge|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002509,x731,DERIVED,VERY_STRONG,CFG731_48aa9a27f24794bc,CFG731_de6efef3a5b620bb,12,2,2913,1549,22,8,11-50,True,True,CFG731_c11c5ee5deff9a1e,1,4.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002510,G731ST-LT,DERIVED,LOW,CFG731_55620bd5ef4cd10a,CFG731_a2a709ad804cc5a2,9,4,595,153,43,7,11-50,True,True,CFG731_7b1edd53e8bbad40,1,7.0,False,True,True,1,1,2.0,stromSchaltbar|temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002511,x731,DERIVED,MODERATE,CFG731_5e0166a160f3ed77,CFG731_efc9d6b915117e15,9,4,2913,1549,30,8,11-50,True,True,CFG731_70a71b60723e910d,1,7.0,False,True,True,1,1,2.0,stromEingaenge|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002512,x731,DERIVED,VERY_STRONG,CFG731_243419c6708378b3,CFG731_de6efef3a5b620bb,9,6,2913,1549,45,6,11-50,True,True,CFG731_243419c6708378b3,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002513,x731,DERIVED,LOW,CFG731_d517f4f2d9736ee5,CFG731_186348c5f967a6f7,13,1,2913,1549,9,7,6-10,True,True,CFG731_fde1ab2a4808b544,1,7.0,False,True,True,1,1,2.0,dynamicGasMaster|customUserFluid,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002514,G731ST-LT,DERIVED,MODERATE,CFG731_3c45363d4a341d20,CFG731_c5da2661a169f82b,13,1,595,153,6,6,6-10,True,True,CFG731_7b1edd53e8bbad40,1,6.0,False,True,True,1,1,1.0,binaerOpenColl_MP,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002515,x731,DERIVED,STRONG,CFG731_973d201e6585b77f,CFG731_5bb390da70b6fee3,14,0,2913,1549,7,7,6-10,True,True,CFG731_36d7686aca1200ae,1,4.0,False,True,True,1,1,2.0,stromEingaenge|dynamicGasMaster,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002516,x731,DERIVED,MODERATE,CFG731_66527c2cd3f93f64,CFG731_8d07e19298d09d34,8,6,2913,1549,13,4,11-50,True,True,CFG731_8d07e19298d09d34,1,3.0,False,True,True,1,1,2.0,stromSchaltbar|dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002517,x731,OBSERVED,OBSERVED,CFG731_c775e192f3d489e9,CFG731_c775e192f3d489e9,13,1,2913,1549,1,1,1,True,True,CFG731_c775e192f3d489e9,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002518,x731,DERIVED,VERY_STRONG,CFG731_aa8c30a4f1baca2e,CFG731_24a2c6ef94654845,7,6,2913,1549,42,8,11-50,True,True,CFG731_440f9c9b032b7d0a,1,4.0,False,True,True,1,1,2.0,stromSchaltbar|stromEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002519,x731,OBSERVED,OBSERVED,CFG731_ad0a2fd7350b6cca,CFG731_ad0a2fd7350b6cca,9,8,2913,1549,32,1,11-50,True,True,CFG731_ad0a2fd7350b6cca,1,1.0,True,True,True,1,1,,,EXACT_MATCH
RFQ731-002520,x731,DERIVED,MODERATE,CFG731_f0dab232b993fcfd,CFG731_28ac43a93658ad6b,7,7,2913,1549,67,6,51-100,True,True,CFG731_36d7686aca1200ae,1,4.0,False,True,True,1,1,2.0,stromEingaenge|dev_advMeterVerification,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
RFQ731-002521,x731,OBSERVED,OBSERVED,CFG731_6f04889a74b0dabc,CFG731_6f04889a74b0dabc,11,4,2913,1549,11,4,11-50,True,True,CFG731_1f978c234895178c,1,2.0,False,True,True,1,1,1.0,temperaturEingaenge,REQUIREMENT_EQUIVALENT_EXTRA_DIFFERENCES
