rfq_id,actual_requirement_count,predicted_requirement_count,true_positives,false_positives,false_negatives,exact_match,devCategory_predicted,devCategory_confidence,devCategory_evidence,devCategory_method,characteristic_predicted,characteristic_confidence,characteristic_evidence,characteristic_method,housing_predicted,housing_confidence,housing_evidence,housing_method,powerSupply_predicted,powerSupply_confidence,powerSupply_evidence,powerSupply_method,numberOfChannels_predicted,numberOfChannels_confidence,numberOfChannels_evidence,numberOfChannels_method,explosionApproval_predicted,explosionApproval_confidence,explosionApproval_evidence,explosionApproval_method,protectionArea_predicted,protectionArea_confidence,protectionArea_evidence,protectionArea_method,certification_predicted,certification_confidence,certification_evidence,certification_method,dataInterface_predicted,dataInterface_confidence,dataInterface_evidence,dataInterface_method,stromSchaltbar_predicted,stromSchaltbar_confidence,stromSchaltbar_evidence,stromSchaltbar_method,stromEingaenge_predicted,stromEingaenge_confidence,stromEingaenge_evidence,stromEingaenge_method,temperaturEingaenge_predicted,temperaturEingaenge_confidence,temperaturEingaenge_evidence,temperaturEingaenge_method,binaerDigitalOpenColl_MN_predicted,binaerDigitalOpenColl_MN_confidence,binaerDigitalOpenColl_MN_evidence,binaerDigitalOpenColl_MN_method,binaerOpenColl_MP_predicted,binaerOpenColl_MP_confidence,binaerOpenColl_MP_evidence,binaerOpenColl_MP_method,waveInjector_predicted,waveInjector_confidence,waveInjector_evidence,waveInjector_method,dev_advMeterVerification_predicted,dev_advMeterVerification_confidence,dev_advMeterVerification_evidence,dev_advMeterVerification_method,dynamicGasMaster_predicted,dynamicGasMaster_confidence,dynamicGasMaster_evidence,dynamicGasMaster_method,customUserFluid_predicted,customUserFluid_confidence,customUserFluid_evidence,customUserFluid_method,steamApplication_predicted,steamApplication_confidence,steamApplication_evidence,steamApplication_method
RFQ731-003934,13,7,6,1,7,False,G,0.98,ments: we require flow measurement for liquid service. the proposed solution must provide general-purpose configuration. the installation environment requires a robust industrial enclosure. the application req,EXPLICIT_GENERAL_PURPOSE,GP,0.98,ments: we require flow measurement for liquid service. the proposed solution must provide general-purpose configuration. the installation environment requires a robust industrial enclosure. the application req,EXPLICIT_GP,NOVALUE,0.0,,,4,0.99,allation environment requires a robust industrial enclosure. the application requires the alternative electrical supply option. we require a single measurement channel. the application requires standard non-ha,EXPLICIT_ALTERNATIVE_POWER,1,0.99,nclosure. the application requires the alternative electrical supply option. we require a single measurement channel. the application requires standard non-hazardous-area installation. the proposed solution,EXPLICIT_CHANNEL,N,0.94,supply option. we require a single measurement channel. the application requires standard non-hazardous-area installation. the proposed solution must provide standard installation conditions. w,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,n conditions. we require the required measurement certification. the application requires high-speed communication. the application requires a dedicated current-input channel. the application requires tem,SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"ion. the application requires a dedicated current-input channel. the application requires temperature measurement capability. where available, we would like an open-collector input capability. the application requi",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003935,12,7,6,1,6,False,G,0.98,he following technical and application requirements: the equipment is required to support gas measurement. the equipment is required to support calibration service. we would prefer stainless-stee,EXPLICIT_GAS,TE,0.96,"ommunication. we would prefer a dedicated current-input channel. the application requires temperature measurement capability. the application requires advanced meter verification. please include pricing,",EXPLICIT_TE,ST,0.99,"as measurement. the equipment is required to support calibration service. we would prefer stainless-steel housing. if possible, please provide the standard electrical supply option. the proposed solution",EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,please provide the standard electrical supply option. the proposed solution must provide one measurement channel. the application requires the required explosionapproval configuration. the proposed solu,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,"he application requires standard certification documentation. if possible, please provide high-speed communication. we would prefer a dedicated current-input channel. the application requires temperature",SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"ommunication. we would prefer a dedicated current-input channel. the application requires temperature measurement capability. the application requires advanced meter verification. please include pricing, expected d",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"el. the application requires temperature measurement capability. the application requires advanced meter verification. please include pricing, expected delivery lead time, validity of the quotation, and any",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003936,15,7,6,1,9,False,F,0.96,n based on the following technical and application requirements: the application requires flow measurement for liquid service. the equipment is required to support standard process configuration.,EXPLICIT_FLOW,TE,0.96,"where available, we would like one current input. the proposed solution must provide one temperature measurement input. the application requires an open-collector input capability. we require advanced l",EXPLICIT_TE,ST,0.99,"ice. the equipment is required to support standard process configuration. please consider stainless-steel housing as a preferred option. where available, we would like an alternative power supply. the eq",EXPLICIT_HOUSING,4,0.99,"consider stainless-steel housing as a preferred option. where available, we would like an alternative power supply. the equipment is required to support a single measurement channel. the equipment will be",EXPLICIT_ALTERNATIVE_POWER,1,0.99,"ilable, we would like an alternative power supply. the equipment is required to support a single measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"put. the application requires an open-collector input capability. we require advanced low-temperature measurement capability. if possible, please provide advanced meter verification. we require custom fluid configu",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,". we require advanced low-temperature measurement capability. if possible, please provide advanced meter verification. we require custom fluid configuration. please include pricing, expected delivery lead ti",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003937,13,7,6,1,7,False,F,0.96,on the following technical and application requirements: the application requires liquid flow measurement. the proposed solution must provide temperature measurement application. the application,EXPLICIT_FLOW,TE,0.96,nts: the application requires liquid flow measurement. the proposed solution must provide temperature measurement application. the application requires stainless-steel enclosure. we would prefer standard,EXPLICIT_TE,ST,0.99,posed solution must provide temperature measurement application. the application requires stainless-steel enclosure. we would prefer standard power supply. the proposed solution must provide a single measu,EXPLICIT_HOUSING,1,0.99,surement application. the application requires stainless-steel enclosure. we would prefer standard power supply. the proposed solution must provide a single measurement channel. the equipment will be i,EXPLICIT_STANDARD_POWER,1,0.99,el enclosure. we would prefer standard power supply. the proposed solution must provide a single measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"configurable current-output functionality. the proposed solution must provide additional temperature measurement capability. where available, we would like the required binaerdigitalopencoll_mn configuration. the",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"the required binaerdigitalopencoll_mn configuration. the equipment is required to support advanced meter verification. please include pricing, expected delivery lead time, validity of the quotation, and any",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003938,15,8,8,0,7,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas measurement. the application requires general-purpose configuration. the equipment is required to sup,EXPLICIT_GAS,GP,0.98,equirements: the proposed solution must provide gas measurement. the application requires general-purpose configuration. the equipment is required to support stainless-steel housing. the application requires a,EXPLICIT_GP,ST,0.99,application requires general-purpose configuration. the equipment is required to support stainless-steel housing. the application requires an alternative power supply. we require a single measurement ch,EXPLICIT_HOUSING,4,0.99,the equipment is required to support stainless-steel housing. the application requires an alternative power supply. we require a single measurement channel. we require standard non-hazardous-area installa,EXPLICIT_ALTERNATIVE_POWER,1,0.99,ainless-steel housing. the application requires an alternative power supply. we require a single measurement channel. we require standard non-hazardous-area installation. we require a non-hazardous installa,EXPLICIT_CHANNEL,N,0.94,an alternative power supply. we require a single measurement channel. we require standard non-hazardous-area installation. we require a non-hazardous installation area. the application requires,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,"the application requires the required measurement certification. the application requires high-speed communication. if possible, please provide a dedicated current-input channel. the application requires",SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.9,"if possible, please provide advanced verification functionality. the application requires enhanced gas measurement capability. the application requires a customer-specific fluid definition. please include",SEMANTIC_DGM,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003939,16,8,6,2,10,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas metering application. we require standard temperature application. the installation environment re,EXPLICIT_GAS,TE,0.96,. the equipment is required to support a dedicated current-input channel. we would prefer temperature measurement capability. the application requires digital signal input capability. the customer would,EXPLICIT_TE,NOVALUE,0.0,,,1,0.99,ion. the installation environment requires a robust industrial enclosure. please consider standard power supply as a preferred option. the proposed solution must provide one measurement channel. the ap,EXPLICIT_STANDARD_POWER,1,0.99,consider standard power supply as a preferred option. the proposed solution must provide one measurement channel. the application requires a hazardous process environment. the proposed solution must pro,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,equired to support the standard certification package. the proposed solution must provide standard communication capability. the proposed solution must provide switchable current-output functionality. t,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,lution must provide standard communication capability. the proposed solution must provide switchable current-output functionality. the equipment is required to support a dedicated current-input channel. we,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,. the equipment is required to support a dedicated current-input channel. we would prefer temperature measurement capability. the application requires digital signal input capability. the customer would like enhanc,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,put channel. we would prefer temperature measurement capability. the application requires digital signal input capability. the customer would like enhanced verification capabilities for maintenance. the equipmen,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003940,14,7,5,2,9,False,G,0.98,n based on the following technical and application requirements: the application requires gas measurement. the proposed solution must provide standard-temperature service. we require stainless-st,EXPLICIT_GAS,VG,0.9,". the proposed solution must provide digital signal input capability. we require advanced verification functionality. where available, we would like custom fluid configuration. we require the",EXPLICIT_VG,ST,0.99,"measurement. the proposed solution must provide standard-temperature service. we require stainless-steel enclosure. where available, we would like the standard electrical supply option. the proposed solut",EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,", we would like the standard electrical supply option. the proposed solution must provide one measurement channel. the application requires a hazardous process environment. the application requires insta",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"required to support standard certification documentation. where available, we would like standard communication capability. the application requires switchable current-output functionality. the propose",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"here available, we would like standard communication capability. the application requires switchable current-output functionality. the proposed solution must provide digital signal input capability. we req",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,MP1,0.8,"tion requires switchable current-output functionality. the proposed solution must provide digital signal input capability. we require advanced verification functionality. where available, we would like custom fl",SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003941,14,4,3,1,11,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas metering application. we require standard-temperature service. we would prefer stainless-steel hou,EXPLICIT_GAS,VG,0.9,t is required to support a digital open-collector input. the customer would like enhanced verification capabilities for maintenance. we require custom fluid configuration. we require the requi,EXPLICIT_VG,ST,0.99,rovide gas metering application. we require standard-temperature service. we would prefer stainless-steel housing. the application requires the standard electrical supply option. the proposed solution mu,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,tion requires the standard electrical supply option. the proposed solution must provide a single measurement channel. the equipment is required to support the required explosionapproval configuration. the a,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003942,13,7,6,1,7,False,G,0.98,ation requires the required devcategory configuration. the proposed solution must provide general-purpose configuration. we require stainless-steel housing. the application requires an alternative power supply,EXPLICIT_GENERAL_PURPOSE,GP,0.98,ation requires the required devcategory configuration. the proposed solution must provide general-purpose configuration. we require stainless-steel housing. the application requires an alternative power supply,EXPLICIT_GP,ST,0.99,nfiguration. the proposed solution must provide general-purpose configuration. we require stainless-steel housing. the application requires an alternative power supply. the equipment is required to suppo,EXPLICIT_HOUSING,4,0.99,al-purpose configuration. we require stainless-steel housing. the application requires an alternative power supply. the equipment is required to support one measurement channel. the proposed solution must,EXPLICIT_ALTERNATIVE_POWER,1,0.99,he application requires an alternative power supply. the equipment is required to support one measurement channel. the proposed solution must provide operation under hazardous-area conditions. we require,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"equipment is required to support the required measurement certification. please consider standard communication capability as a preferred option. where available, we would like a dedicated current-inpu",SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"here available, we would like a dedicated current-input channel. the application requires temperature measurement capability. if possible, please provide a digital open-collector input. we require enhanced measurem",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003943,12,4,3,1,9,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas measurement. the application requires calibration service. the installation environment requires a ro,EXPLICIT_GAS,TE,0.96,ostic access. the application requires a dedicated current-input channel. we would prefer temperature measurement capability. the application requires advanced verification functionality. please include,EXPLICIT_TE,NOVALUE,0.0,,,1,0.99,"lation environment requires a robust industrial enclosure. where available, we would like standard power supply. the proposed solution must provide dual-channel measurement. the equipment is required t",EXPLICIT_STANDARD_POWER,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"ostic access. the application requires a dedicated current-input channel. we would prefer temperature measurement capability. the application requires advanced verification functionality. please include pricing, ex",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003944,14,7,6,1,8,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard-temperature service. the appli,EXPLICIT_GAS,TE,0.96,the proposed solution must provide a switchable current-output capability. we require one temperature measurement input. the proposed solution must provide advanced low-temperature measurement capability,EXPLICIT_TE,ST,0.99,e equipment is required to support standard-temperature service. the application requires stainless-steel enclosure. the application requires standard power supply. the proposed solution must provide dual-,EXPLICIT_HOUSING,1,0.99,ure service. the application requires stainless-steel enclosure. the application requires standard power supply. the proposed solution must provide dual-channel measurement. the proposed solution must,EXPLICIT_STANDARD_POWER,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,ts. the equipment is required to support standard certification documentation. we require high-speed communication. the proposed solution must provide a switchable current-output capability. we require on,SEMANTIC_HIGH_SPEED,CS1,0.9,documentation. we require high-speed communication. the proposed solution must provide a switchable current-output capability. we require one temperature measurement input. the proposed solution must prov,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,equire one temperature measurement input. the proposed solution must provide advanced low-temperature measurement capability. please consider a customer-specific fluid definition as a preferred option. the proposed,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003945,13,8,7,1,6,False,G,0.98,"the application requires flow measurement for liquid service. if possible, please provide general-purpose configuration. the equipment is required to support stainless-steel enclosure. the application requires",EXPLICIT_GENERAL_PURPOSE,GP,0.98,"the application requires flow measurement for liquid service. if possible, please provide general-purpose configuration. the equipment is required to support stainless-steel enclosure. the application requires",EXPLICIT_GP,ST,0.99,"sible, please provide general-purpose configuration. the equipment is required to support stainless-steel enclosure. the application requires an alternative power supply. we require one measurement channel",EXPLICIT_HOUSING,4,0.99,e equipment is required to support stainless-steel enclosure. the application requires an alternative power supply. we require one measurement channel. the equipment will be installed in an operating area,EXPLICIT_ALTERNATIVE_POWER,1,0.99,ainless-steel enclosure. the application requires an alternative power supply. we require one measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,ous area. the application requires appropriate measurement certification. please consider standard communication capability as a preferred option. please consider a switchable current-output capability,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"lease consider standard communication capability as a preferred option. please consider a switchable current-output capability as a preferred option. if possible, please provide enhanced measurement capabi",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"nhanced measurement capability for demanding applications. where available, we would like advanced meter verification. the proposed solution must provide custom fluid configuration. please include pricing, e",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003946,13,8,6,2,7,False,F,0.96,he following technical and application requirements: the equipment is required to support flow measurement for liquid service. we require standard process configuration. the application requires s,EXPLICIT_FLOW,TE,0.96,ion. the equipment is required to support one current input. the application requires one temperature measurement input. the equipment is required to support digital signal input capability. we require e,EXPLICIT_TE,ST,0.99,t for liquid service. we require standard process configuration. the application requires stainless-steel housing. we require an alternative power supply. the application requires one measurement channel,EXPLICIT_HOUSING,4,0.99,rd process configuration. the application requires stainless-steel housing. we require an alternative power supply. the application requires one measurement channel. the application requires operation und,EXPLICIT_ALTERNATIVE_POWER,1,0.99,stainless-steel housing. we require an alternative power supply. the application requires one measurement channel. the application requires operation under hazardous-area conditions. the equipment is req,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,ements. the proposed solution must provide the standard certification package. we require high-speed communication. the equipment is required to support one current input. the application requires one tem,SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,ion. the equipment is required to support one current input. the application requires one temperature measurement input. the equipment is required to support digital signal input capability. we require e,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,lication requires one temperature measurement input. the equipment is required to support digital signal input capability. we require enhanced measurement capability for demanding applications. please include pr,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003947,15,6,5,1,10,False,G,0.98,ipment is required to support liquid flow measurement. the proposed solution must provide general-purpose configuration. the installation environment requires a robust industrial enclosure. the equipment is re,EXPLICIT_GENERAL_PURPOSE,GP,0.98,ipment is required to support liquid flow measurement. the proposed solution must provide general-purpose configuration. the installation environment requires a robust industrial enclosure. the equipment is re,EXPLICIT_GP,NOVALUE,0.0,,,1,0.99,environment requires a robust industrial enclosure. the equipment is required to support standard power supply. the application requires one measurement channel. the equipment will be installed in an,EXPLICIT_STANDARD_POWER,1,0.99,ure. the equipment is required to support standard power supply. the application requires one measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,ents. the proposed solution must provide standard certification documentation. we require standard communication capability. the equipment is required to support a dedicated current-input channel. where,SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,"required to support a dedicated current-input channel. where available, we would like one temperature measurement input. please consider a digital open-collector input as a preferred option. the applicat",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003948,15,6,5,1,10,False,G,0.98,"he following technical and application requirements: the equipment is required to support gas measurement. where available, we would like standard process configuration. the proposed solution mus",EXPLICIT_GAS,TE,0.96,ired to support a dedicated current-input channel. the proposed solution must provide one temperature measurement input. we require a digital open-collector input. we would prefer enhanced measurement ca,EXPLICIT_TE,ST,0.99,"ailable, we would like standard process configuration. the proposed solution must provide stainless-steel housing. the proposed solution must provide the alternative electrical supply option. the propose",EXPLICIT_HOUSING,4,0.99,sed solution must provide stainless-steel housing. the proposed solution must provide the alternative electrical supply option. the proposed solution must provide one measurement channel. the equipment will be,EXPLICIT_ALTERNATIVE_POWER,1,0.99,must provide the alternative electrical supply option. the proposed solution must provide one measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,ired to support a dedicated current-input channel. the proposed solution must provide one temperature measurement input. we require a digital open-collector input. we would prefer enhanced measurement ca,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003949,14,7,6,1,8,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature application. please consider s,EXPLICIT_GAS,VG,0.9,"to support a digital open-collector input. where available, we would like advanced meter verification. where available, we would like custom fluid configuration. the application requires the",EXPLICIT_VG,ST,0.99,g application. the application requires standard temperature application. please consider stainless-steel housing as a preferred option. the proposed solution must provide the standard electrical supply,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,must provide the standard electrical supply option. the proposed solution must provide a single measurement channel. the equipment is required to support operation under hazardous-area conditions. the prop,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,d to support standard certification documentation. the proposed solution must provide the standard communication interface. we require a switchable current-output capability. the equipment is required t,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,on. the proposed solution must provide the standard communication interface. we require a switchable current-output capability. the equipment is required to support a digital open-collector input. where av,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"ent is required to support a digital open-collector input. where available, we would like advanced meter verification. where available, we would like custom fluid configuration. the application requires the",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003950,15,8,7,1,8,False,G,0.98,"ide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard temperature application. where available, we would lik",EXPLICIT_GAS,TE,0.96,ld prefer switchable current-output functionality. the proposed solution must provide one temperature measurement input. we would prefer an additional digital signal input. please consider advanced meter,EXPLICIT_TE,ST,0.99,"the application requires standard temperature application. where available, we would like stainless-steel housing. we require standard power supply. the application requires one measurement channel. the",EXPLICIT_HOUSING,1,0.99,"mperature application. where available, we would like stainless-steel housing. we require standard power supply. the application requires one measurement channel. the proposed solution must provide ope",EXPLICIT_STANDARD_POWER,1,0.99,like stainless-steel housing. we require standard power supply. the application requires one measurement channel. the proposed solution must provide operation in an area requiring explosion protection.,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,sonnel would benefit from convenient commissioning and diagnostic access. we would prefer switchable current-output functionality. the proposed solution must provide one temperature measurement input. we w,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.96,ld prefer switchable current-output functionality. the proposed solution must provide one temperature measurement input. we would prefer an additional digital signal input. please consider advanced meter,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"re measurement input. we would prefer an additional digital signal input. please consider advanced meter verification as a preferred option. if possible, please provide custom fluid configuration. the propos",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003951,16,6,5,1,11,False,G,0.98,"n based on the following technical and application requirements: the application requires gas metering application. we require standard-temperature service. if possible, please provide stainle",EXPLICIT_GAS,TE,0.96,put functionality. we require a dedicated current-input channel. the application requires temperature measurement capability. the proposed solution must provide an open-collector input capability. please,EXPLICIT_TE,ST,0.99,"etering application. we require standard-temperature service. if possible, please provide stainless-steel enclosure. we require the standard electrical supply option. the proposed solution must provide dua",EXPLICIT_HOUSING,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,"ication requires the standard certification package. the equipment is required to support high-speed communication. if possible, please provide switchable current-output functionality. we require a dedica",SEMANTIC_HIGH_SPEED,CS1,0.9,"he equipment is required to support high-speed communication. if possible, please provide switchable current-output functionality. we require a dedicated current-input channel. the application requires tem",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,put functionality. we require a dedicated current-input channel. the application requires temperature measurement capability. the proposed solution must provide an open-collector input capability. please consider e,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-003952,15,5,5,0,10,False,G,0.98,he following technical and application requirements: the equipment is required to support gas measurement. the equipment is required to support general-purpose configuration. please consider stai,EXPLICIT_GAS,GP,0.98,he equipment is required to support gas measurement. the equipment is required to support general-purpose configuration. please consider stainless-steel enclosure as a preferred option. the equipment is requir,EXPLICIT_GP,ST,0.99,ment. the equipment is required to support general-purpose configuration. please consider stainless-steel enclosure as a preferred option. the equipment is required to support the standard electrical suppl,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,nt is required to support the standard electrical supply option. the application requires one measurement channel. the equipment is required to support the required explosionapproval configuration. the a,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,the proposed solution must provide one current input. the proposed solution must provide temperature measurement capability. the equipment is required to support a digital open-collector input. please consider enh,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
