rfq_id,error_type,characteristic,predicted_value,actual_value,evidence_text,confidence
RFQ731-002227,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002227,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002227,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-002227,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002227,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002228,WRONG_VALUE,characteristic,TE,ST,"t capability. if possible, please provide one current input. the application requires one temperature measurement input. the equipment is required to support a digital open-collector input. where availab",0.96
RFQ731-002228,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002228,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002228,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002228,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002228,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-002228,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002228,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002228,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002228,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002228,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002229,WRONG_VALUE,characteristic,VG,GP,"urement capability for demanding applications. if possible, please provide advanced meter verification. if possible, please provide custom fluid configuration. please include pricing, expected",0.9
RFQ731-002229,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"s. where available, we would like one current input. the equipment is required to support digital signal input capability. if possible, please provide enhanced measurement capability for demanding applications.",0.8
RFQ731-002229,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002229,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002229,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-002229,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-002229,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002229,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002229,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002229,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002230,WRONG_VALUE,characteristic,TE,GP,ability. the application requires a switchable current-output capability. please consider temperature measurement capability as a preferred option. we require digital signal input capability. we would pr,0.96
RFQ731-002230,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,ity. please consider temperature measurement capability as a preferred option. we require digital signal input capability. we would prefer advanced low-temperature measurement capability. please consider advance,0.8
RFQ731-002230,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002230,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002230,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002230,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002230,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002231,WRONG_VALUE,characteristic,TE,CA,"ent is required to support a dedicated current-input channel. if possible, please provide temperature measurement capability. the proposed solution must provide the required binaerdigitalopencoll_mn conf",0.96
RFQ731-002231,WRONG_VALUE,stromSchaltbar,CS1,CS2,required to support the required datainterface configuration. please consider an enhanced switchable current-output capability as a preferred option. the equipment is required to support a dedicated curren,0.9
RFQ731-002231,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-002231,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002231,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002231,FALSE_NEGATIVE,dataInterface,NOVALUE,PA,,0.0
RFQ731-002231,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002231,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN4,,0.0
RFQ731-002231,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002232,WRONG_VALUE,characteristic,TE,GP,"please provide enhanced communication capability. the proposed solution must provide one temperature measurement input. where available, we would like a digital open-collector input. the proposed soluti",0.96
RFQ731-002232,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002232,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002232,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002232,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002232,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002232,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-002232,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002232,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002233,WRONG_VALUE,characteristic,TE,GP,ss. we would prefer switchable current-output functionality. the application requires one temperature measurement input. the proposed solution must provide an open-collector input capability. the applica,0.96
RFQ731-002233,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002233,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002233,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-002233,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002233,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002233,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002233,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002234,WRONG_VALUE,characteristic,TE,CA,"on must provide a dedicated current-input channel. the proposed solution must provide one temperature measurement input. if possible, please provide the required binaeropencoll_mp configuration. we requi",0.96
RFQ731-002234,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002234,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002234,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002234,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002234,FALSE_NEGATIVE,stromSchaltbar,NOVALUE,CS2,,0.0
RFQ731-002234,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002234,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP4,,0.0
RFQ731-002235,WRONG_VALUE,characteristic,TE,GP,switchable current-output capability. we would prefer one current input. please consider temperature measurement capability as a preferred option. the application requires an open-collector input capabi,0.96
RFQ731-002235,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002235,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002235,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-002235,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002235,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002235,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002235,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002235,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002236,WRONG_VALUE,characteristic,TE,GP,pability. the application requires a switchable current-output capability. we require one temperature measurement input. the proposed solution must provide a digital open-collector input. where available,0.96
RFQ731-002236,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002236,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002236,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-002236,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002236,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002236,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002237,WRONG_VALUE,characteristic,VG,ST,red to support a dedicated current-input channel. the application requires advanced meter verification. we require a customer-specific fluid definition. we require the required steamapplicatio,0.9
RFQ731-002237,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002237,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002237,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002237,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002237,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002237,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002238,WRONG_VALUE,characteristic,VG,ST,ease provide digital signal input capability. the proposed solution must provide advanced verification functionality. the equipment is required to support a customer-specific fluid definition.,0.9
RFQ731-002238,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"benefit from convenient commissioning and diagnostic access. if possible, please provide digital signal input capability. the proposed solution must provide advanced verification functionality. the equipment is",0.8
RFQ731-002238,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002238,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002238,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002238,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-002238,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002238,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002238,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002238,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002239,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,the application requires a dedicated current-input channel. we would prefer advanced low-temperature measurement capability. the equipment is required to support advanced verification functionality. the equipment,0.98
RFQ731-002239,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002239,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002239,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002239,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-002239,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002239,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002239,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002239,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002240,WRONG_VALUE,characteristic,TE,VG,lease provide a dedicated current-input channel. the equipment is required to support one temperature measurement input. the application requires the required binaerdigitalopencoll_mn configuration. if p,0.96
RFQ731-002240,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002240,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002240,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-002240,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002240,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002240,FALSE_NEGATIVE,stromSchaltbar,NOVALUE,CS2,,0.0
RFQ731-002240,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002240,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN2,,0.0
RFQ731-002240,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002241,WRONG_VALUE,characteristic,TE,ST,please consider a dedicated current-input channel as a preferred option. please consider temperature measurement capability as a preferred option. please consider an additional digital signal input as a,0.96
RFQ731-002241,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002241,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002241,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002241,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002241,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002241,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002241,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002241,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002241,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002241,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-002242,WRONG_VALUE,dataInterface,AS,NN,solution must provide standard certification documentation. please consider the standard communication interface as a preferred option. we would prefer a switchable current-output capability. the equipment,0.99
RFQ731-002242,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002242,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002242,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002242,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002242,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002243,WRONG_VALUE,characteristic,VG,PW,"ired binaeropencoll_mp configuration. the equipment is required to support advanced meter verification. please include pricing, expected delivery lead time, validity of the quotation, and any",0.9
RFQ731-002243,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002243,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002243,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002243,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP2,,0.0
RFQ731-002244,WRONG_VALUE,characteristic,TE,GP,"se provide a switchable current-output capability. the proposed solution must provide one temperature measurement input. where available, we would like an open-collector input capability. the equipment i",0.96
RFQ731-002244,FALSE_NEGATIVE,explosionApproval,NOVALUE,N,,0.0
RFQ731-002244,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002244,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-002244,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002244,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002244,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002245,WRONG_VALUE,characteristic,TE,GP,st provide a switchable current-output capability. the proposed solution must provide one temperature measurement input. the proposed solution must provide an open-collector input capability. the applica,0.96
RFQ731-002245,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002245,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002245,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002245,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002245,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002245,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002245,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002245,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002246,WRONG_VALUE,characteristic,TE,ST,"ipment is required to support a dedicated current-input channel. the application requires temperature measurement capability. if possible, please provide digital signal input capability. if possible, ple",0.96
RFQ731-002246,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"the application requires temperature measurement capability. if possible, please provide digital signal input capability. if possible, please provide advanced low-temperature measurement capability. the propose",0.8
RFQ731-002246,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002246,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002246,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002246,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002246,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002246,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-002246,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002246,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002246,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002246,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002246,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-002247,FALSE_NEGATIVE,characteristic,NOVALUE,ST,,0.0
RFQ731-002247,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002247,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002247,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002247,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002247,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP1,,0.0
RFQ731-002247,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002247,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002247,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-002248,WRONG_VALUE,characteristic,VG,ST,"rovide digital signal input capability. the proposed solution must provide advanced meter verification. where available, we would like a customer-specific fluid definition. if possible, please",0.9
RFQ731-002248,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,"access. we require a dedicated current-input channel. the proposed solution must provide digital signal input capability. the proposed solution must provide advanced meter verification. where available, we woul",0.8
RFQ731-002248,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-002248,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002248,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002248,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-002248,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002248,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002248,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002248,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002249,WRONG_VALUE,characteristic,TE,GP,"ase consider a dedicated current-input channel as a preferred option. we would prefer one temperature measurement input. where available, we would like a digital open-collector input. we would prefer enh",0.96
RFQ731-002249,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002249,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002249,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002249,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002249,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002249,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002249,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002249,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002250,WRONG_VALUE,characteristic,TE,CA,"sed solution must provide a dedicated current-input channel. the application requires one temperature measurement input. where available, we would like the required binaeropencoll_mp configuration. the c",0.96
RFQ731-002250,WRONG_VALUE,stromSchaltbar,CS1,CS2,n requires the required datainterface configuration. the application requires an enhanced switchable current-output capability. the proposed solution must provide a dedicated current-input channel. the app,0.9
RFQ731-002250,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002250,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002250,FALSE_NEGATIVE,dataInterface,NOVALUE,PA,,0.0
RFQ731-002250,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002250,FALSE_NEGATIVE,binaerOpenColl_MP,NOVALUE,MP4,,0.0
RFQ731-002250,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002251,WRONG_VALUE,characteristic,TE,GP,"ipment is required to support a dedicated current-input channel. the application requires temperature measurement capability. if possible, please provide advanced low-temperature measurement capability.",0.96
RFQ731-002251,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002251,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002251,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002251,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-002251,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002251,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002251,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002252,WRONG_VALUE,devCategory,G,F,s: the application requires flow measurement for liquid service. the application requires general-purpose configuration. the installation environment requires a robust industrial enclosure. we would prefer an,0.98
RFQ731-002252,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002252,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002252,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002252,FALSE_NEGATIVE,certification,NOVALUE,MN,,0.0
RFQ731-002252,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002252,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002253,FALSE_NEGATIVE,characteristic,NOVALUE,ST,,0.0
RFQ731-002253,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002253,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002253,FALSE_NEGATIVE,explosionApproval,NOVALUE,K,,0.0
RFQ731-002253,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002253,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002253,FALSE_NEGATIVE,dataInterface,NOVALUE,NN,,0.0
RFQ731-002253,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002253,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002253,FALSE_NEGATIVE,waveInjector,NOVALUE,FWI,,0.0
RFQ731-002253,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002253,FALSE_NEGATIVE,steamApplication,NOVALUE,H,,0.0
RFQ731-002254,WRONG_VALUE,characteristic,VG,ST,d to support digital signal input capability. the proposed solution must provide advanced verification functionality. the equipment is required to support a customer-specific fluid definition.,0.9
RFQ731-002254,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,on requires switchable current-output functionality. the equipment is required to support digital signal input capability. the proposed solution must provide advanced verification functionality. the equipment is,0.8
RFQ731-002254,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002254,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-002254,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002254,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002254,FALSE_NEGATIVE,dataInterface,NOVALUE,HS,,0.0
RFQ731-002254,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002254,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002254,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002254,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002255,WRONG_VALUE,characteristic,TE,ST,"ity. we require a dedicated current-input channel. the proposed solution must provide one temperature measurement input. the proposed solution must provide a digital open-collector input. if possible, pl",0.96
RFQ731-002255,FALSE_NEGATIVE,powerSupply,NOVALUE,1,,0.0
RFQ731-002255,FALSE_NEGATIVE,explosionApproval,NOVALUE,A,,0.0
RFQ731-002255,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002255,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002255,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002255,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002255,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002255,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002256,WRONG_VALUE,characteristic,TE,ST,capability. we require switchable current-output functionality. the application requires temperature measurement capability. we require digital signal input capability. the application requires advanced,0.96
RFQ731-002256,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,ut functionality. the application requires temperature measurement capability. we require digital signal input capability. the application requires advanced verification functionality. we require custom fluid co,0.8
RFQ731-002256,FALSE_NEGATIVE,housing,NOVALUE,ST,,0.0
RFQ731-002256,FALSE_NEGATIVE,explosionApproval,NOVALUE,F,,0.0
RFQ731-002256,FALSE_NEGATIVE,protectionArea,NOVALUE,2,,0.0
RFQ731-002256,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002256,FALSE_NEGATIVE,binaerDigitalOpenColl_MN,NOVALUE,MN1,,0.0
RFQ731-002256,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002256,FALSE_NEGATIVE,customUserFluid,NOVALUE,1,,0.0
RFQ731-002256,FALSE_NEGATIVE,steamApplication,NOVALUE,N,,0.0
RFQ731-002257,WRONG_VALUE,characteristic,TE,CA,rface configuration. the application requires one current input. the application requires temperature measurement capability. the proposed solution must provide advanced verification functionality. pleas,0.96
RFQ731-002257,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
RFQ731-002257,FALSE_NEGATIVE,protectionArea,NOVALUE,N,,0.0
RFQ731-002257,FALSE_NEGATIVE,certification,NOVALUE,NN,,0.0
RFQ731-002257,FALSE_NEGATIVE,dataInterface,NOVALUE,MT,,0.0
RFQ731-002257,FALSE_NEGATIVE,stromEingaenge,NOVALUE,IS1,,0.0
RFQ731-002257,FALSE_NEGATIVE,dev_advMeterVerification,NOVALUE,1,,0.0
RFQ731-002258,WRONG_VALUE,characteristic,TE,ST,plication requires digital signal input capability. the application requires advanced low-temperature measurement capability. the application requires a customer-specific fluid definition. the applicatio,0.96
RFQ731-002258,FALSE_POSITIVE,temperaturEingaenge,TT1,NOVALUE,plication requires digital signal input capability. the application requires advanced low-temperature measurement capability. the application requires a customer-specific fluid definition. the application requires,0.98
RFQ731-002258,FALSE_POSITIVE,binaerOpenColl_MP,MP1,NOVALUE,roposed solution must provide a dedicated current-input channel. the application requires digital signal input capability. the application requires advanced low-temperature measurement capability. the applicatio,0.8
RFQ731-002258,FALSE_NEGATIVE,numberOfChannels,NOVALUE,2,,0.0
