rfq_id,characteristic,value_status,reason,confidence,source_sentence
RFQ731-002784,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta process engineering gmbh rfq reference: rfq731-002784 customer reference: plant modernisation project country: spain as part of our plant modernisation project, we require a suitable measurement system for process gas measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard temperature application. the installation environm"
RFQ731-002787,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: continental industrial services ag rfq reference: rfq731-002787 customer reference: utility measurement upgrade country: france we are currently working on our utility measurement upgrade and are looking for a suitable measurement solution for process water measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. if possible, please provide standard temperature applicati"
RFQ731-002788,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector engineering solutions ag rfq reference: rfq731-002788 customer reference: metering system replacement country: united kingdom we are requesting a quotation for equipment suitable for utility water measurement as part of an upcoming metering system replacement. please provide a quotation based on the following technical and application requirements: we require gas measurement. if possible, please provide standard temperature application. the proposed solution mus"
RFQ731-002792,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nexon process automation gmbh rfq reference: rfq731-002792 customer reference: plant modernisation project country: saudi arabia our team is planning an upgrade involving batch process monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. we require standard-temperature service. the application req"
RFQ731-002798,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: continental engineering solutions b.v. rfq reference: rfq731-002798 customer reference: process automation project country: spain we are requesting a quotation for equipment suitable for chemical production as part of an upcoming process automation project. please provide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard temperature application. if possible, please provide stainless-"
RFQ731-002800,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: continental engineering solutions b.v. rfq reference: rfq731-002800 customer reference: process expansion project country: spain we are requesting a quotation for equipment suitable for chemical process measurement as part of an upcoming process expansion project. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard temperature application. the installation environment requires a robus"
RFQ731-002805,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: quantum manufacturing technologies b.v. rfq reference: rfq731-002805 customer reference: process instrumentation upgrade country: india as part of our process instrumentation upgrade, we require a suitable measurement system for wastewater processing. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. please consider standard temperature application as a preferred option. the prop"
RFQ731-002806,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: dynamic automation systems ag rfq reference: rfq731-002806 customer reference: utility measurement upgrade country: netherlands as part of our utility measurement upgrade, we require a suitable measurement system for controlled process measurement. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the proposed solution must provide standard-temperature service. the installation e"
RFQ731-002814,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector process engineering fze rfq reference: rfq731-002814 customer reference: measurement system upgrade country: türkiye as part of our measurement system upgrade, we require a suitable measurement system for process gas measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard temperature application. the proposed s"
RFQ731-002819,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector process automation ag rfq reference: rfq731-002819 customer reference: new plant installation country: germany we are currently working on our new plant installation and are looking for a suitable measurement solution for plant utility measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the application requires standard-temperature service. the application re"
RFQ731-002821,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: dynamic engineering solutions gmbh rfq reference: rfq731-002821 customer reference: measurement system upgrade country: india we are currently working on our measurement system upgrade and are looking for a suitable measurement solution for pipeline monitoring. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the proposed solution must provide standard temperature appl"
RFQ731-002828,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: industrial instrumentation b.v. rfq reference: rfq731-002828 customer reference: utility measurement upgrade country: saudi arabia we are requesting a quotation for equipment suitable for power plant process monitoring as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard temperature application. if pos"
RFQ731-002831,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global process automation ltd. rfq reference: rfq731-002831 customer reference: new production line country: france we are requesting a quotation for equipment suitable for treatment plant monitoring as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the equipment is required to support standard-temperature service. the installation e"
RFQ731-002832,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen industrial services b.v. rfq reference: rfq731-002832 customer reference: measurement infrastructure upgrade country: italy we are currently working on our measurement infrastructure upgrade and are looking for a suitable measurement solution for process water measurement. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the application requires standard temperature application"
RFQ731-002836,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: united petrochemical solutions fze rfq reference: rfq731-002836 customer reference: measurement system upgrade country: spain we are currently working on our measurement system upgrade and are looking for a suitable measurement solution for food production. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. we require standard-temperature service. the installation envi"
RFQ731-002839,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: prime process engineering ltd. rfq reference: rfq731-002839 customer reference: utility measurement upgrade country: netherlands our team is planning an upgrade involving utility measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard-temperature service. where available, we would like stainless-steel h"
RFQ731-002841,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vertex measurement technologies ag rfq reference: rfq731-002841 customer reference: process instrumentation upgrade country: germany we are currently working on our process instrumentation upgrade and are looking for a suitable measurement solution for wastewater processing. please provide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard-temperature service. we require stainless-ste"
RFQ731-002848,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision instrumentation s.a. rfq reference: rfq731-002848 customer reference: measurement infrastructure upgrade country: netherlands we are requesting a quotation for equipment suitable for treatment plant monitoring as part of an upcoming measurement infrastructure upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standa"
RFQ731-002850,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: summit automation systems s.a. rfq reference: rfq731-002850 customer reference: process automation project country: netherlands our team is planning an upgrade involving gas processing. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard temperature application. wh"
RFQ731-002858,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: summit automation systems s.a. rfq reference: rfq731-002858 customer reference: utility measurement upgrade country: netherlands we are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. we require standard temperature application. we would prefer stainles"
RFQ731-002867,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision instrumentation gmbh rfq reference: rfq731-002867 customer reference: utility measurement upgrade country: united arab emirates as part of our utility measurement upgrade, we require a suitable measurement system for hydrocarbon process measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the application requires standard temperature application. we require"
RFQ731-002872,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: metrix manufacturing technologies fze rfq reference: rfq731-002872 customer reference: new production line country: italy we are requesting a quotation for equipment suitable for production process monitoring as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard-temperature service. please consi"
RFQ731-002873,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta manufacturing technologies b.v. rfq reference: rfq731-002873 customer reference: measurement infrastructure upgrade country: india we are requesting a quotation for equipment suitable for water distribution as part of an upcoming measurement infrastructure upgrade. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard-temperature service. where available,"
RFQ731-002879,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen process engineering b.v. rfq reference: rfq731-002879 customer reference: process instrumentation upgrade country: italy as part of our process instrumentation upgrade, we require a suitable measurement system for process automation project. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the equipment is required to support standard-temperature service. w"
RFQ731-002880,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta process engineering gmbh rfq reference: rfq731-002880 customer reference: process expansion project country: spain we are requesting a quotation for equipment suitable for process gas measurement as part of an upcoming process expansion project. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the equipment is required to support standard-temperature service. w"
RFQ731-002894,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global industrial technologies ltd. rfq reference: rfq731-002894 customer reference: measurement infrastructure upgrade country: saudi arabia we are currently working on our measurement infrastructure upgrade and are looking for a suitable measurement solution for utility measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the proposed solution must provide s"
RFQ731-002895,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: apex industrial technologies fze rfq reference: rfq731-002895 customer reference: new production line country: united kingdom as part of our new production line, we require a suitable measurement system for sanitary process measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard temperature application. please consider stainles"
RFQ731-002897,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian automation systems fze rfq reference: rfq731-002897 customer reference: metering system replacement country: germany our team is planning an upgrade involving production measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the equipment is required to support standard-temperature service."
RFQ731-002898,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: prime measurement technologies gmbh rfq reference: rfq731-002898 customer reference: plant modernisation project country: germany we are currently working on our plant modernisation project and are looking for a suitable measurement solution for laboratory process system. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard temperature application. we would pr"
RFQ731-002899,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nova instrumentation ag rfq reference: rfq731-002899 customer reference: new plant installation country: germany as part of our new plant installation, we require a suitable measurement system for chemical production. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the proposed solution must provide standard-temperature service. the installation environment requires a"
RFQ731-002902,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: apex manufacturing technologies ltd. rfq reference: rfq731-002902 customer reference: process instrumentation upgrade country: france our team is planning an upgrade involving production measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. where available, we would like standard-temperature servi"
RFQ731-002907,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta process engineering gmbh rfq reference: rfq731-002907 customer reference: new production line country: spain we are requesting a quotation for equipment suitable for production measurement as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature application. if possible, please prov"
RFQ731-002911,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global measurement technologies ag rfq reference: rfq731-002911 customer reference: new plant installation country: france as part of our new plant installation, we require a suitable measurement system for process gas measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the proposed solution must provide standard-temperature service. the equipment is requir"
RFQ731-002913,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian instrumentation ag rfq reference: rfq731-002913 customer reference: process automation project country: türkiye we are requesting a quotation for equipment suitable for water treatment as part of an upcoming process automation project. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the application requires standard temperature application. the equipment is required to support "
RFQ731-002916,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector automation systems ltd. rfq reference: rfq731-002916 customer reference: utility measurement upgrade country: france we are requesting a quotation for equipment suitable for controlled process measurement as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard temperature application"
RFQ731-002918,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: sterling manufacturing technologies s.a. rfq reference: rfq731-002918 customer reference: process expansion project country: türkiye our team is planning an upgrade involving hydrocarbon process measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas metering application. the proposed solution must provide standard-temperature service."
RFQ731-002920,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision process systems gmbh rfq reference: rfq731-002920 customer reference: measurement infrastructure upgrade country: türkiye we are requesting a quotation for equipment suitable for plant utility measurement as part of an upcoming measurement infrastructure upgrade. please provide a quotation based on the following technical and application requirements: if possible, please provide gas measurement. the equipment is required to support standard temperature applic"
RFQ731-002923,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: integrated energy systems fze rfq reference: rfq731-002923 customer reference: measurement infrastructure upgrade country: france our team is planning an upgrade involving utility water measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the application requires standard temperature app"
RFQ731-002936,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced automation systems ltd. rfq reference: rfq731-002936 customer reference: new production line country: germany we are requesting a quotation for equipment suitable for process automation as part of an upcoming new production line. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard-temperature service. we require stainless-steel housing. we require the standard electrical supp"
RFQ731-002943,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector measurement technologies fze rfq reference: rfq731-002943 customer reference: utility measurement upgrade country: france we are requesting a quotation for equipment suitable for manufacturing process measurement as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. the application requires standard-temperature service. the equipment "
RFQ731-002944,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: pioneer petrochemical solutions ag rfq reference: rfq731-002944 customer reference: process instrumentation upgrade country: germany we are currently working on our process instrumentation upgrade and are looking for a suitable measurement solution for production process monitoring. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the proposed solution must provide s"
RFQ731-002947,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector measurement technologies gmbh rfq reference: rfq731-002947 customer reference: new production line country: türkiye our team is planning an upgrade involving production measurement. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the equipment is required to support standard-temperature"
RFQ731-002950,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: sterling petrochemical solutions ltd. rfq reference: rfq731-002950 customer reference: process instrumentation upgrade country: italy we are requesting a quotation for equipment suitable for process automation as part of an upcoming process instrumentation upgrade. please provide a quotation based on the following technical and application requirements: we require gas metering application. we require standard-temperature service. the installation environment requires a"
RFQ731-002958,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: industrial automation systems ag rfq reference: rfq731-002958 customer reference: new plant installation country: india as part of our new plant installation, we require a suitable measurement system for energy infrastructure. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard temperature application. the proposed solution must provide"
RFQ731-002961,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vertex measurement technologies ag rfq reference: rfq731-002961 customer reference: process instrumentation upgrade country: germany our team is planning an upgrade involving treatment plant monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard"
RFQ731-002962,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision process systems gmbh rfq reference: rfq731-002962 customer reference: process instrumentation upgrade country: türkiye we are requesting a quotation for equipment suitable for process automation as part of an upcoming process instrumentation upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard temperature application. where available,"
RFQ731-002963,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced automation systems b.v. rfq reference: rfq731-002963 customer reference: measurement system upgrade country: united arab emirates as part of our measurement system upgrade, we require a suitable measurement system for plant utility measurement. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the equipment is required to support standard temperature application. the equ"
RFQ731-002978,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen automation systems s.a. rfq reference: rfq731-002978 customer reference: plant modernisation project country: germany we are currently working on our plant modernisation project and are looking for a suitable measurement solution for manufacturing process measurement. please provide a quotation based on the following technical and application requirements: we require gas measurement. the application requires standard temperature application. the installation "
RFQ731-002984,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced energy systems ltd. rfq reference: rfq731-002984 customer reference: process instrumentation upgrade country: türkiye as part of our process instrumentation upgrade, we require a suitable measurement system for sanitary process measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard-temperature service. we would prefer stainless-steel enclos"
RFQ731-002985,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: prime process automation ag rfq reference: rfq731-002985 customer reference: utility measurement upgrade country: france our team is planning an upgrade involving chemical production. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas metering application. the equipment is required to support standard temperature application. the equipment is "
RFQ731-002987,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: industrial instrumentation b.v. rfq reference: rfq731-002987 customer reference: new production line country: saudi arabia our team is planning an upgrade involving energy infrastructure. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. we require standard-temperature service. the installation "
RFQ731-002989,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta measurement technologies ltd. rfq reference: rfq731-002989 customer reference: process instrumentation upgrade country: netherlands we are currently working on our process instrumentation upgrade and are looking for a suitable measurement solution for mineral processing. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standar"
RFQ731-002992,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen process engineering ag rfq reference: rfq731-002992 customer reference: utility measurement upgrade country: spain we are requesting a quotation for equipment suitable for experimental process monitoring as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. we would prefer standard-temperature service. the installation env"
RFQ731-002995,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta engineering solutions gmbh rfq reference: rfq731-002995 customer reference: process instrumentation upgrade country: united arab emirates our team is planning an upgrade involving chemical production. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. we require standard-temperature service. we woul"
RFQ731-002997,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector process engineering gmbh rfq reference: rfq731-002997 customer reference: metering system replacement country: italy as part of our metering system replacement, we require a suitable measurement system for gas processing. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas measurement. the application requires standard-temperature service. the proposed solution must provide stainless-st"
RFQ731-002999,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: united manufacturing technologies fze rfq reference: rfq731-002999 customer reference: process automation project country: germany as part of our process automation project, we require a suitable measurement system for process flow measurement. please provide a quotation based on the following technical and application requirements: we require gas measurement. the proposed solution must provide standard-temperature service. if possible, please provide stainless-steel h"
RFQ731-003002,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: continental energy systems ag rfq reference: rfq731-003002 customer reference: plant modernisation project country: türkiye our team is planning an upgrade involving wastewater processing. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. we require standard temperature application. the proposed"
RFQ731-003003,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: industrial engineering solutions fze rfq reference: rfq731-003003 customer reference: new plant installation country: germany we are requesting a quotation for equipment suitable for plant utility measurement as part of an upcoming new plant installation. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. please consider standard-temperature service as a preferred option. the installation "
RFQ731-003007,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: evergreen process systems gmbh rfq reference: rfq731-003007 customer reference: measurement system upgrade country: india we are currently working on our measurement system upgrade and are looking for a suitable measurement solution for hydrocarbon process measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard-temperature service. we require "
RFQ731-003011,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: dynamic industrial technologies gmbh rfq reference: rfq731-003011 customer reference: new plant installation country: united arab emirates as part of our new plant installation, we require a suitable measurement system for industrial process measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard-temperature service. please consider stainless-"
RFQ731-003017,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: integrated petrochemical solutions s.a. rfq reference: rfq731-003017 customer reference: utility measurement upgrade country: india we are requesting a quotation for equipment suitable for industrial instrumentation as part of an upcoming utility measurement upgrade. please provide a quotation based on the following technical and application requirements: we require gas measurement. we require standard-temperature service. the application requires stainless-steel housi"
RFQ731-003018,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta industrial services fze rfq reference: rfq731-003018 customer reference: process instrumentation upgrade country: saudi arabia we are requesting a quotation for equipment suitable for process water measurement as part of an upcoming process instrumentation upgrade. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the proposed solution must provide standard-temperature s"
RFQ731-003019,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced energy systems s.a. rfq reference: rfq731-003019 customer reference: utility measurement upgrade country: india we are currently working on our utility measurement upgrade and are looking for a suitable measurement solution for pipeline monitoring. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the proposed solution must provide standard temperature applicat"
RFQ731-003030,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: delta measurement technologies ltd. rfq reference: rfq731-003030 customer reference: measurement system upgrade country: netherlands as part of our measurement system upgrade, we require a suitable measurement system for process water measurement. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas measurement. the equipment is required to support standard temperature application. the equipm"
RFQ731-003034,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: pioneer manufacturing technologies b.v. rfq reference: rfq731-003034 customer reference: new plant installation country: netherlands as part of our new plant installation, we require a suitable measurement system for chemical process measurement. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard-temperature service. the inst"
RFQ731-003037,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vector measurement technologies gmbh rfq reference: rfq731-003037 customer reference: process automation project country: türkiye as part of our process automation project, we require a suitable measurement system for production measurement. please provide a quotation based on the following technical and application requirements: the application requires gas metering application. the proposed solution must provide standard temperature application. we would prefer stain"
RFQ731-003039,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: meridian process automation b.v. rfq reference: rfq731-003039 customer reference: process instrumentation upgrade country: germany we are requesting a quotation for equipment suitable for pipeline monitoring as part of an upcoming process instrumentation upgrade. please provide a quotation based on the following technical and application requirements: the proposed solution must provide gas metering application. we require standard temperature application. the applicati"
RFQ731-003045,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: dynamic automation systems ag rfq reference: rfq731-003045 customer reference: process expansion project country: netherlands as part of our process expansion project, we require a suitable measurement system for controlled process measurement. please provide a quotation based on the following technical and application requirements: we require gas metering application. we require standard-temperature service. please consider stainless-steel enclosure as a preferred opt"
RFQ731-003054,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: vertex process automation b.v. rfq reference: rfq731-003054 customer reference: measurement infrastructure upgrade country: netherlands as part of our measurement infrastructure upgrade, we require a suitable measurement system for experimental process monitoring. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the application requires standard temperature applicati"
RFQ731-003055,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: global industrial services gmbh rfq reference: rfq731-003055 customer reference: process automation project country: india as part of our process automation project, we require a suitable measurement system for pharmaceutical process monitoring. please provide a quotation based on the following technical and application requirements: we require gas metering application. the application requires standard-temperature service. the application requires stainless-steel encl"
RFQ731-003062,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: advanced automation systems ag rfq reference: rfq731-003062 customer reference: measurement infrastructure upgrade country: netherlands as part of our measurement infrastructure upgrade, we require a suitable measurement system for industrial process measurement. please provide a quotation based on the following technical and application requirements: we require gas metering application. the application requires standard-temperature service. we require stainless-steel "
RFQ731-003067,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: precision engineering solutions ag rfq reference: rfq731-003067 customer reference: process automation project country: türkiye our team is planning an upgrade involving pharmaceutical process monitoring. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: the equipment is required to support gas metering application. the equipment is required to support stan"
RFQ731-003071,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nova process systems b.v. rfq reference: rfq731-003071 customer reference: new production line country: united arab emirates we are currently working on our new production line and are looking for a suitable measurement solution for clean utility measurement. please provide a quotation based on the following technical and application requirements: the application requires gas measurement. we require standard-temperature service. the application requires stainless-steel"
RFQ731-003074,steamApplication,UNRESOLVED,VALUE_NOT_IDENTIFIABLE,1.0,"dear sales team, customer: nova petrochemical solutions ltd. rfq reference: rfq731-003074 customer reference: new plant installation country: united kingdom our team is planning an upgrade involving chemical production. we would like to receive a quotation for a suitable measurement solution. please provide a quotation based on the following technical and application requirements: we require gas measurement. the proposed solution must provide standard-temperature service. the application require"
