rfq_id,canonical_configuration_id,ml_split,ml_target,record_type,generation_method,evidence_level,source_frequency,nearest_real_distance,num_changed_characteristics,evidence_score,mandatory_total,mandatory_satisfied,mandatory_violations,preferred_total,preferred_satisfied,preferred_differences,unmentioned_features,mandatory_valid,mandatory_preferred_valid,source_frequency_score,real_proximity_score,low_change_score,observed_configuration_score,evidence_score_normalized,rfq_ground_truth_record_type,rfq_ground_truth_evidence_level,rfq_ground_truth_nearest_real_distance,rfq_requirement_count,rfq_mandatory_requirement_count,rfq_preferred_requirement_count,rfq_unique_required_characteristics,config_devCategory,config_characteristic,config_housing,config_powerSupply,config_numberOfChannels,config_explosionApproval,config_protectionArea,config_certification,config_dataInterface,config_stromSchaltbar,config_stromEingaenge,config_temperaturEingaenge,config_binaerDigitalOpenColl_MN,config_binaerOpenColl_MP,config_waveInjector,config_dev_advMeterVerification,config_dynamicGasMaster,config_customUserFluid,config_steamApplication
RFQ731-002244,CFG731_33fed5318b1a4f2f,TEST,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,12,12,0,2,2,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002244,CFG731_e41b982d6fc688b8,TEST,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,N,N,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-002244,CFG731_6b809c836e3ca8a1,TEST,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.3455882352941177,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,4,1,N,N,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,NOVALUE
RFQ731-002245,CFG731_219ac3d01befd6d1,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,2,2,0,5,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002245,CFG731_f1614000023c2800,VALIDATION,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,12,12,0,2,2,0,5,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002245,CFG731_b4ae6be198effc31,VALIDATION,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.0,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.8897058823529411,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,1,1,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002245,CFG731_d2b20af54a13d79f,VALIDATION,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.4,12,12,0,2,2,0,5,True,True,0.0,0.5,0.0,0.0,0.3455882352941177,DERIVED,VERY_STRONG,1,14,12,2,14,F,GP,ST,1,1,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002246,CFG731_7b2f69a7ca55041b,VALIDATION,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,12,12,0,4,4,0,3,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,16,12,4,16,G,ST,ST,1,2,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_bbffb73f3dff6787,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,3,3,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_68193b179adae994,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,10,10,0,3,3,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_9681c4eec01b7fad,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,3,3,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,NOVALUE,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_920bf82480de0a61,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,3,3,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_84352197821d09de,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,NOVALUE,NOVALUE,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_403f51b2e914043b,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,NOVALUE,NOVALUE,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_b827079551368856,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002247,CFG731_c0eb036469c0bf44,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,3,3,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,10,3,13,G,ST,ST,1,2,K,2,NN,NN,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002248,CFG731_ab4075c601d1397c,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,3,3,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002248,CFG731_cc47430fac8438be,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,96.5,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.9356617647058824,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002248,CFG731_bbd32ea73f3dabf1,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.286764705882353,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002249,CFG731_b4987f1c95e91d0d,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,8,8,0,8,8,0,3,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,16,8,8,16,F,GP,ST,1,1,A,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002250,CFG731_d2a75fda6f761c1b,TEST,1,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,95.1,12,12,0,2,2,0,5,True,True,0.0,0.5,0.5,0.0,0.9099264705882352,DERIVED,VERY_STRONG,1,14,12,2,14,G,CA,ST,1,1,N,N,NN,PA,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002251,CFG731_7308ee8503151ef3,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,13,13,0,1,1,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002251,CFG731_11da8cc369b71f5a,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,13,13,0,1,1,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-002251,CFG731_9a88481e80177d0c,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,13,13,0,1,1,0,5,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002251,CFG731_59f11353d30c03ee,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,13,13,0,1,1,0,5,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,1,1,1,NOVALUE
RFQ731-002251,CFG731_ba17ab216ae91e1a,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,69.2,13,13,0,1,1,0,5,True,True,0.0,0.5,0.0,0.0,0.4338235294117647,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,MP1,FWI,NOVALUE,1,1,NOVALUE
RFQ731-002251,CFG731_f18a3ccbf3550dd1,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,68.8,13,13,0,1,1,0,5,True,True,0.0,0.5,0.0,0.0,0.426470588235294,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
RFQ731-002251,CFG731_4ac0ef69f4678c8b,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,67.9,13,13,0,1,1,0,5,True,True,0.0,0.5,0.0,0.0,0.4099264705882354,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002251,CFG731_e6cd7fd757de0523,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,LOW,0,2,2,52.0,13,13,0,1,1,0,5,True,True,0.0,0.0,0.0,0.0,0.1176470588235293,DERIVED,LOW,2,14,13,1,14,G,GP,ST,1,1,K,2,NN,HS,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,FWI,NOVALUE,1,1,NOVALUE
RFQ731-002252,CFG731_8c50542218db5cb0,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,8,8,0,5,5,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_2be17a56b0589fd1,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,8,8,0,5,5,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_5bb390da70b6fee3,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,8,8,0,5,5,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_353333bad447dbef,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,8,8,0,5,5,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_557eff71f11cfc98,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,8,8,0,5,5,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_e268c539b23ee9e5,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,93.7,8,8,0,5,5,0,6,True,True,0.0,0.5,0.5,0.0,0.8841911764705883,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_c517a14f9cf12c39,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,NOVALUE,MP1,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_15f034f7c265528f,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_f7533d37b29ce240,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,64.8,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.3529411764705881,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,NOVALUE,NOVALUE,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002252,CFG731_de5e29fe1f740f3e,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,63.2,8,8,0,5,5,0,6,True,True,0.0,0.5,0.0,0.0,0.3235294117647059,DERIVED,MODERATE,1,13,8,5,13,F,GP,ST,4,1,A,2,MN,NN,CS1,IS1,TT1,NOVALUE,NOVALUE,FWI,1,NOVALUE,1,NOVALUE
RFQ731-002253,CFG731_a3b03637ed22317c,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,10,10,0,5,5,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,10,5,15,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002253,CFG731_cf4fb8862e2ab5fc,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,10,5,15,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002254,CFG731_77dd17c48f15826c,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,3,3,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002254,CFG731_ab4075c601d1397c,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,11,11,0,3,3,0,5,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002254,CFG731_938851275519b7cb,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,96.5,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.9356617647058824,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002254,CFG731_bbd32ea73f3dabf1,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.2,11,11,0,3,3,0,5,True,True,0.0,0.5,0.0,0.0,0.286764705882353,DERIVED,VERY_STRONG,1,14,11,3,14,G,ST,ST,1,1,F,2,NN,HS,CS1,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002255,CFG731_0fdf5c36c9c41e69,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,6,6,0,3,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,16,10,6,16,G,ST,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002256,CFG731_715a3d3226cbaffd,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,14,14,0,1,1,0,4,True,True,1.0,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,14,1,15,G,ST,ST,1,1,F,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002256,CFG731_d5af433b36265df1,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,14,14,0,1,1,0,4,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,15,14,1,15,G,ST,ST,1,1,F,2,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002257,CFG731_98ec9650b5463fd0,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,2,2,0,7,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,12,10,2,12,G,CA,ST,1,2,N,N,NN,MT,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002257,CFG731_1bc9c4d47c7d0696,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.6,10,10,0,2,2,0,7,True,True,0.0,0.5,0.0,0.0,0.2941176470588235,OBSERVED,OBSERVED,0,12,10,2,12,G,CA,ST,1,2,N,N,NN,MT,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002258,CFG731_a3b03637ed22317c,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,14,14,0,1,1,0,4,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,15,14,1,15,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002258,CFG731_cf4fb8862e2ab5fc,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,14,14,0,1,1,0,4,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,15,14,1,15,G,ST,ST,1,2,K,2,NN,NN,CS1,IS1,NOVALUE,MN1,NOVALUE,FWI,NOVALUE,NOVALUE,1,H
RFQ731-002259,CFG731_98ec9650b5463fd0,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,11,11,0,1,1,0,7,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,OBSERVED,OBSERVED,0,12,11,1,12,G,CA,ST,1,2,N,N,NN,MT,NOVALUE,IS1,TT1,NOVALUE,NOVALUE,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002259,CFG731_1bc9c4d47c7d0696,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,61.6,11,11,0,1,1,0,7,True,True,0.0,0.5,0.0,0.0,0.2941176470588235,OBSERVED,OBSERVED,0,12,11,1,12,G,CA,ST,1,2,N,N,NN,MT,CS2,IS1,TT1,NOVALUE,MP4,NOVALUE,1,NOVALUE,NOVALUE,NOVALUE
RFQ731-002260,CFG731_e80085d86d0bbfa9,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,5,5,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,15,10,5,15,G,GP,ST,1,1,A,2,NN,HS,CS1,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002260,CFG731_cf4bb519cec0df2f,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,10,10,0,5,5,0,4,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,15,10,5,15,G,GP,ST,1,1,A,2,NN,HS,CS1,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002260,CFG731_b86fda83f997f894,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,10,10,0,5,5,0,4,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,MODERATE,1,15,10,5,15,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,IS1,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002260,CFG731_2e6a2f2496db9434,TRAIN,0,DERIVED,TWO_CHARACTERISTIC,MODERATE,0,1,2,63.2,10,10,0,5,5,0,4,True,True,0.0,0.5,0.0,0.0,0.3235294117647059,DERIVED,MODERATE,1,15,10,5,15,G,GP,ST,1,1,A,2,NN,HS,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,FWI,1,1,1,NOVALUE
RFQ731-002261,CFG731_d124ccffa669c3a2,TRAIN,1,OBSERVED,REAL_OBSERVED,OBSERVED,7,0,0,100.0,9,9,0,4,4,0,6,True,True,1.0,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,CS1,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002261,CFG731_a57ffd88d58eb498,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,4,0,0,100.0,9,9,0,4,4,0,6,True,True,0.5714285714285714,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,CS1,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002261,CFG731_6436acf7faa1f61d,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,2,0,0,100.0,9,9,0,4,4,0,6,True,True,0.2857142857142857,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,IS1,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002261,CFG731_e565a13ef4701c2d,TRAIN,0,OBSERVED,REAL_OBSERVED,OBSERVED,1,0,0,100.0,9,9,0,4,4,0,6,True,True,0.1428571428571428,1.0,1.0,1.0,1.0,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,CS1,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002261,CFG731_6e088ee30195b6c4,TRAIN,0,DERIVED,ONE_CHARACTERISTIC,VERY_STRONG,0,1,1,94.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.5,0.0,0.8933823529411765,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,NOVALUE,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002261,CFG731_ae2e4cfccaff4f50,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,IS1,TT1,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
RFQ731-002261,CFG731_845802fc60449063,TRAIN,0,DERIVED,DEPENDENCY_TWO_CHARACTERISTIC,VERY_STRONG,0,1,2,98.2,9,9,0,4,4,0,6,True,True,0.0,0.5,0.0,0.0,0.9669117647058824,DERIVED,VERY_STRONG,1,13,9,4,13,G,ST,ST,1,1,N,N,NN,NN,NOVALUE,NOVALUE,NOVALUE,MN1,NOVALUE,NOVALUE,1,NOVALUE,1,N
